cons	name	RA	Dec	vis. meg	abs. meg	Dist.(ly)	Sp. class
51	HD 56169	07 18 31.98	49 27 53.1	5	0.2	297	A4IIIn
51	35 Lyn	08 51 56.84	43 43 35.4	5.15	0.53	274	K0III
51	DU Lyn	07 46 39.26	37 31 02.5	5.18	0.18	326	M3III
51	18 Lyn	07 15 55.02	59 38 17.1	5.2	1.34	193	K2III
51	5 Lyn	06 26 48.88	58 25 02.7	5.21	-1.39	682	K4III
51	42 Lyn	09 38 21.79	40 14 23.2	5.28	2.36	125	F0V
51	50 Cam	07 44 04.19	50 26 01.9	5.31	-1.32	689	A0IIIn
51	36 Lyn	09 13 48.23	43 13 04.5	5.32	-0.9	573	B8IIIMNp
51	13 Lyn	06 46 49.49	57 10 09.4	5.34	1.32	208	K0III
51	14 Lyn A	06 53 05.06	59 26 55.2	5.34	-0.31	441	G4III...
51	22 Lyn	07 29 55.86	49 40 21.6	5.35	3.86	65	F6V
51	34 Lyn	08 41 01.05	45 50 01.6	5.35	1.64	180	G0IV
51	UY Lyn	07 13 23.39	51 25 43.4	5.47	-1.4	773	M3III
51	26 Lyn	07 54 42.74	47 33 52.5	5.47	-0.49	508	K4III
51	HD 70313	08 23 48.53	53 13 11.8	5.52	1.97	168	A3V
51	RR Lyn	06 26 25.86	56 17 06.2	5.53	0.93	271	A3m
51	HD 48766	06 48 12.23	55 42 16.0	5.54	2.18	153	F5V:+...
51	HD 55575	07 15 50.11	47 14 25.5	5.54	4.41	55	G0V
51	HD 61363	07 41 12.45	48 07 54.7	5.58	0.58	326	K0III
51	43 Lyn	09 42 00.38	39 45 28.7	5.61	0.52	340	G8III
51	29 Lyn	08 17 50.42	59 34 16.1	5.63	0.78	304	A7IV
51	HD 60437	07 36 31.66	46 10 49.3	5.66	-0.35	518	M0III
51	HD 58661	07 28 51.49	48 11 02.5	5.7	0.2	410	B9MNp...
51	HD 76291	08 56 50.06	45 37 54.3	5.72	1.48	229	K1IV
51	HD 56963	07 21 17.54	45 13 41.4	5.74	3.05	112	A7s
51	33 Lyn	08 34 43.90	36 25 11.0	5.76	0.8	321	A2Vnn
51	HD 61294	07 40 14.72	38 20 40.4	5.77	-1.22	815	M0III
51	HD 65301	08 01 20.75	59 02 50.3	5.78	2.58	142	F2:V:
51	19 Lyn	07 22 52.06	55 16 53.3	5.8	0.01	468	B8V
51	HD 57646	07 24 57.08	51 53 14.4	5.8	-1.93	1148	K5III
51	6 Lyn	06 30 47.14	58 09 48.4	5.86	2.08	186	K0IV
51	11 Lyn	06 37 38.40	56 51 27.0	5.87	0.9	322	A2V
51	HD 68077	08 13 50.20	56 27 08.3	5.88	-0.03	495	G9III
51	HD 72184	08 32 55.06	38 01 00.4	5.88	1.84	210	K2III
51	30 Lyn	08 20 26.00	57 44 35.7	5.89	3.39	103	F4V
51	HD 76292	08 56 30.58	40 12 05.6	5.9	1.6	236	F3III
51	HD 67224	08 10 03.80	58 14 54.3	5.91	-0.27	560	K4III:
51	HD 55866	07 17 33.72	52 07 52.0	5.93	-0.43	609	K1III:
51	HD 60294	07 36 47.05	55 45 18.6	5.93	1.26	280	K2III
51	HD 60652	07 37 53.88	48 46 26.1	5.93	1.4	262	A5m
51	8 Lyn	06 37 41.64	61 28 54.8	5.94	2.31	173	G8IV-V
51	HD 80024	09 18 25.94	35 21 50.9	5.94	-0.01	505	A8V
51	HD 78366	09 08 51.20	33 52 57.0	5.95	4.54	62	F9V
51	HD 75523	08 52 11.78	45 18 46.4	5.96	-0.13	538	K0III
51	HD 75556	08 52 10.05	42 00 10.4	5.98	0.14	479	K0III
51	19 UMa	09 15 14.36	34 38 00.2	5.98	0.26	455	G6III
51	HD 70647	08 24 42.77	42 00 18.8	6.02	-1.51	1045	K5III
51	HD 50551	06 57 13.12	57 33 47.7	6.03	-0.53	669	K3III
51	HD 63332	07 51 05.75	54 07 44.8	6.03	3.64	98	F6V
51	4 Lyn	06 22 03.56	59 22 19.6	6.05	0.49	422	A3V
51	HD 70771	08 25 04.90	35 00 41.2	6.08	-0.62	713	K0
51	23 Lyn	07 40 49.56	57 04 58.4	6.09	-0.56	698	K5III
51	HD 80441	09 20 59.40	38 11 17.9	6.12	2.72	156	F3V+...
51	CY Lyn	08 53 55.70	35 32 18.0	6.14	-1.18	950	A4III
51	HD 52859	07 05 39.83	52 45 31.3	6.17	1.04	347	A3Vs
51	HD 71906	08 31 19.98	37 15 54.1	6.18	-0.74	789	A0V
51	32 Lyn	08 33 21.84	36 26 11.1	6.2	3.34	122	F5Vbwvar
51	HD 76944	09 00 30.81	37 36 15.7	6.21	-0.85	842	K5
51	5 LMi	08 50 32.27	33 17 06.9	6.22	3.93	94	F7Vn
51	HD 64491	07 55 40.87	35 24 45.9	6.23	2.32	197	A3p
51	HD 71952	08 32 33.44	53 06 54.1	6.23	2.34	196	K0IV
51	25 Lyn	07 54 29.28	47 23 09.5	6.25	-0.13	615	K2III:
51	HD 67370	08 09 23.06	42 25 50.8	6.26	-0.11	613	K3III:
51	HD 69149	08 18 15.81	54 08 37.6	6.26	-1.31	1065	K5
51	HD 47979	06 44 11.48	53 17 47.1	6.28	1.89	246	K0
51	HD 71148	08 27 36.80	45 39 13.8	6.32	4.63	71	G5V
51	HD 60654	07 37 17.81	40 01 31.8	6.34	-0.12	639	M1
51	HD 65801	08 01 55.20	35 24 47.1	6.34	-0.18	657	K0
51	28 Lyn	08 07 09.95	43 15 37.6	6.35	0.54	472	A1V
51	HD 63586	07 52 36.45	55 12 34.4	6.36	0.81	440	A0Vn
51	HD 64958	07 58 16.53	43 58 38.5	6.36	0.36	517	K0
51	HD 52860	07 05 08.99	47 46 30.2	6.37	-1.77	1381	B9IIIn
51	CC Lyn	07 35 56.00	43 01 51.9	6.37	0.96	393	F0
51	HD 77093	09 01 40.79	39 42 49.3	6.39	2.3	214	A9Vn
51	HD 52708	07 06 01.21	59 48 06.7	6.4	1.25	349	G8III:
51	HD 59826	07 33 24.83	37 11 16.4	6.4	0.35	529	K0
51	HD 58681	07 28 52.66	46 18 53.2	6.42	1.35	337	K0
51	HD 59721	07 33 51.53	51 18 51.1	6.44	-0.7	874	K0
51	7 Lyn	06 34 32.80	55 21 10.9	6.45	-1.94	1552	K0III:
51	HD 44061	06 23 06.37	56 58 35.5	6.47	0.73	458	K1III
51	HD 67539	08 11 18.03	54 32 25.7	6.48	0.32	555	G5
51	54 Cam	08 02 35.82	57 16 25.6	6.49	1.45	331	F8V
51	HD 63588	07 51 15.34	37 04 55.8	6.49	1.08	393	K2
51	HD 63630	07 52 03.89	45 55 59.2	6.5	1.41	340	A3
51	HD 65392	07 59 51.39	36 04 55.5	6.5	-0.48	813	K5
51	HD 69682	08 20 29.16	53 34 27.7	6.5	2.51	205	F0IV
51	17 Lyn	07 09 37.78	60 47 31.9	6.64	1.05	428	K0
51	52 Cam	07 56 26.71	56 30 16.0	6.72	-0.58	939	A2IV
51	HD 71866	08 31 10.64	40 13 29.6	6.72	9999	434	A0pv
51	46 Cam	07 19 52.83	59 15 10.3	6.73	-1.99	1810	K2
51	HD 82780	09 35 22.50	39 57 47.8	6.79	9999	278	A3m
51	19 Lyn	07 22 50.85	55 17 03.8	6.86	1.62	365	B9V
51	Y Lyn	07 28 11.62	45 59 26.2	6.98	9999	825	M6S
51	3 Lyn	06 22 08.10	61 45 37.0	7.2	3.25	201	F0
51	48 Cam	07 39 58.60	59 33 47.9	7.23	0.04	896	A2
51	R Lyn	07 01 18.01	55 19 49.8	7.56	9999	9999	S4-6.5/5-6e
51	44 Cam	07 16 36.23	58 55 07.4	7.57	2.66	312	F0
51	45 Cam	07 19 12.18	59 07 32.5	7.62	2.93	282	F8
51	HD 80715	09 22 25.95	40 12 03.8	7.72	9999	81	K2.5Vke
51	20 Lyn	07 22 13.63	50 08 52.1	7.72	9999	9999	F0
51	HD 75898	08 53 50.81	33 03 24.5	8.04	3.51	263	G0
51	T Lyn	08 22 42.85	33 31 09.5	8.8	9999	879	C5,2e-C71e
51	BE Lyn	09 18 17.18	46 09 11.3	8.8	9999	9999	A3
51	SZ Lyn	08 09 35.75	44 28 17.6	9.08	9999	3260	F2
51	TT Lyn	09 03 07.79	44 35 08.1	9.51	9999	9999	A9.2
51	UV Lyn	09 03 24.12	38 05 54.6	9.56	9999	389	G0
51	SW Lyn	08 07 41.57	41 48 01.7	9.65	9999	1220	F1V
51	AN Lyn	09 14 28.69	42 46 38.2	10.58	9999	9999	A7IV/V
51	XO-4	07 21 33	58 16 05	10.7	3.37	956	F5V
51	IRC +60169	06 34 33.92	60 56 26.2	10.9	9999	9999	M9
51	14 Lyn B	06 53 36.00	59 24 25.0	11.1	9999	9999	9999
51	XO-2	07 48 07	50 13 33	11.18	5.31	486	K0V
51	U Lyn	06 40 46.49	59 52 01.6	11.52	9999	9999	M7e
51	TV Lyn	07 33 31.73	47 48 09.8	11.54	9999	9999	A6
51	UU Lyn	09 15 31.00	42 42 12.0	11.54	9999	9999	A4
51	XO-5	07 46 52	39 05 41	12.13	4.97	881	G8V
51	BK Lyn	09 20 11.20	33 56 42.3	14.49	9999	9999	CV
52	Vega	18 36 56.19	38 46 58.8	0.03	0.58	25	A0Vvar
52	γ Lyr	18 58 56.62	32 41 22.4	3.25	-3.2	634	B9III
52	β Lyr A	18 50 04.79	33 21 45.6	3.52	-3.64	881	A8:V comp SB
52	R Lyr	18 55 20.09	43 56 45.2	4.08	-1.07	349	M5IIIvar
52	δ2 Lyr	18 54 30.29	36 53 55.0	4.22	-2.98	898	M4IIvar
52	κ Lyr	18 19 51.72	36 03 52.0	4.33	0.02	238	K2IIIvar
52	ζ1 Lyr	18 44 46.34	37 36 18.2	4.34	0.97	154	Am
52	θ Lyr	19 16 22.10	38 08 01.4	4.35	-2.51	769	K0II
52	η Lyr	19 13 45.49	39 08 45.5	4.43	-3.09	1042	B2.5IV
52	ε2 Lyr A	18 44 22.78	39 36 45.3	4.6	1.13	160	A8Vn
52	ε1 Lyr A	18 44 20.34	39 40 11.9	4.67	1.19	162	F1V
52	HD 173780	18 46 04.47	26 39 43.5	4.83	0.39	252	K3III
52	λ Lyr	19 00 00.82	32 08 43.8	4.94	-3.43	1538	K3III
52	16 Lyr	19 01 26.36	46 56 06.1	5	2.04	128	A7V
52	μ Lyr	18 24 13.80	39 30 26.1	5.11	-0.55	441	A3IVn
52	HD 176051	18 57 01.47	32 54 05.8	5.2	4.32	49	G0V
52	17 Lyr	19 07 25.50	32 30 06.0	5.2	2.16	132	F0V
52	ν Lyr	18 49 52.92	32 33 03.9	5.22	0.9	238	A3V
52	ι Lyr	19 07 18.13	36 06 00.6	5.25	-1.78	832	B6IV
52	HD 176527	18 59 45.43	26 13 49.6	5.26	0.12	348	K2III
52	ε2 Lyr B	18 44 22.90	39 36 46.0	5.37	9999	9999	9999
52	HD 172044	18 36 37.35	33 28 08.5	5.41	-0.61	522	B8II-IIIp..
52	HD 175740	18 54 52.18	41 36 09.8	5.46	0.89	267	G8III
52	HD 171301	18 32 49.95	30 33 15.1	5.47	0.22	365	B8IV
52	HD 178233	19 06 37.68	28 37 42.2	5.53	2.48	133	F0III
52	HD 167965	18 15 38.78	42 09 33.6	5.56	-0.53	540	B7IV
52	δ1 Lyr	18 53 43.56	36 58 18.2	5.58	-2.02	1079	B2.5V
52	HD 177808	19 04 57.82	31 44 39.3	5.63	-0.72	606	M0III
52	HD 175443	18 54 13.25	27 54 34.9	5.64	0.17	405	K4III
52	HD 173417	18 43 51.61	31 55 36.9	5.68	2.1	169	F1III-IV
52	HD 176871	19 01 17.36	26 17 29.2	5.69	-0.96	697	B5V
52	ζ2 Lyr	18 44 48.19	37 35 40.4	5.73	2.41	150	F0IVvar
52	HD 182694	19 23 56.49	43 23 17.7	5.85	0.38	404	G6.5IIIa
52	HD 180450	19 15 24.84	30 31 35.2	5.88	-2.25	1376	M0III
52	V542 Lyr	18 58 01.90	38 15 58.3	5.89	-0.11	516	B7IV
52	ν1 Lyr	18 49 45.91	32 48 46.2	5.93	-1.52	1009	B3IV
52	19 Lyr	19 11 46.01	31 17 00.5	5.93	-1.46	979	B9p Si
52	HD 175635	18 54 52.52	33 58 06.9	5.99	-2.06	1331	G8III+...
52	XY Lyr	18 38 06.47	39 40 05.9	6.02	-1.81	1199	M4.5II
52	ε1 Lyr B	18 44 20.30	39 40 16.0	6.02	9999	9999	9999
52	HD 176896	19 00 55.20	33 48 07.7	6.04	0.62	396	K0III:
52	HD 173416	18 43 36.11	36 33 23.8	6.06	0.41	440	G8III
52	HD 173936	18 46 13.01	41 26 30.5	6.06	-1.81	1221	B6V
52	HD 174179	18 47 57.37	31 45 24.6	6.06	-1.5	1062	B3IVp
52	HD 177809	19 04 58.27	30 44 00.4	6.07	-0.72	743	M2III
52	HD 182272	19 22 33.35	33 31 05.6	6.09	1.01	339	K0III
52	HD 171780	18 35 13.50	34 27 28.8	6.1	-1.42	1038	B5Vn
52	HD 174959	18 51 36.52	36 32 20.8	6.1	-1.58	1120	B6IV
52	HD 168322	18 17 06.95	40 56 11.7	6.12	0.98	348	G9III
52	V473 Lyr	19 15 59.49	27 55 34.7	6.18	-2.38	1680	F6Ib-II
52	V543 Lyr	18 58 46.59	40 40 45.1	6.2	-1.12	948	B3V
52	HD 179583	19 11 23.16	40 25 45.0	6.2	0.4	471	A3V
52	V533 Lyr	18 36 45.53	43 13 18.6	6.21	0.71	411	F0V
52	HD 174881	18 51 35.89	28 47 01.2	6.22	-2.23	1598	K1II-III
52	HD 172671	18 39 33.03	40 56 06.2	6.25	-0.72	807	B9V
52	HD 181470	19 19 01.15	37 26 43.1	6.25	-0.29	663	A0III
52	HD 175132	18 52 07.25	41 22 59.7	6.28	-1.59	1221	B9p Si
52	HD 181655	19 19 39.04	37 19 51.5	6.29	4.28	82	G8V
52	HD 168009	18 15 32.53	45 12 34.5	6.3	4.52	74	G2V
52	HD 181828	19 20 33.05	35 11 09.4	6.3	-0.44	726	B9V
52	HR 7403	19 27 36.40	37 56 28.3	6.3	-2.71	2063	B3Ve
52	HD 178003	19 05 47.13	29 55 18.1	6.32	-1.7	1309	M0III
52	HD 179422	19 11 30.96	26 44 09.4	6.35	3.18	141	F5V
52	Gliese 758	19 23 34.01	33 13 19.1	6.37	5.42	51	G8V
52	HD 177109	19 01 48.37	33 37 16.5	6.39	-1.27	1109	B5IV
52	HD 169646	18 23 57.27	38 44 21.0	6.41	-0.69	858	K2
52	HD 172958	18 41 41.31	31 37 03.3	6.41	-1.24	1105	B8V
52	HD 172631	18 40 01.93	30 50 57.8	6.43	0.18	580	K0
52	HD 176582	18 59 12.29	39 13 02.4	6.43	-0.58	821	B5IV
52	HD 182635	19 24 06.05	36 27 06.9	6.44	1.22	360	K1III
52	HD 172741	18 40 12.19	38 22 01.8	6.45	0.52	501	A6m
52	HD 173383	18 43 16.57	39 18 00.3	6.45	-1.65	1358	K5
52	V550 Lyr	19 06 17.00	41 24 50.0	6.49	9999	2038	B3V
52	HD 173087	18 42 08.09	34 44 46.7	6.49	-1.55	1320	B5V
52	HD 180314	19 14 50.21	31 51 37.3	6.61	9999	430	K0
52	HD 178911	19 09 04.38	34 36 01.6	6.74	3.29	160	G1V
52	HD 181068	19 17 08.98	41 15 53.3	7.09	9999	811	G5
52	RR Lyr	19 25 27.91	42 47 03.7	7.13	0.34	744	F5
52	HD 177830	19 05 20.77	25 55 14.4	7.18	3.32	192	K0
52	β Lyr B	18 50 06.60	33 21 05.0	7.2	9999	9999	9999
52	W Lyr	18 14 55.88	36 40 13.2	7.3	9999	9999	M3.5-7e
52	V478 Lyr	19 07 32.39	30 15 16.2	7.63	9999	91.16	G8VSB
52	HK Lyr	18 42 50.00	36 57 30.9	7.65	9999	9999	C
52	T Lyr	18 32 20.10	39 59 55.6	7.84	9999	2350	C
52	V Lyr	19 09 04.55	29 39 29.3	8.2	9999	9999	M7e
52	FL Lyr	19 12 04.86	46 19 26.9	9.36	9999	424	G0V
52	Kepler-37	18 58 23.1	44 31 05	9.77	9999	215	G8V
52	S Lyr	19 13 11.80	26 00 27.8	9.8	9999	9999	SC
52	EP Lyr	19 18 19.55	27 51 03.2	9.96	9999	9999	G2II
52	KX Lyr	18 33 15.23	40 10 22.7	10.38	9999	9999	F0
52	UZ Lyr	19 21 08.91	37 56 11.5	10.4	9999	9999	A2
52	HP Lyr	19 21 39.07	39 56 08.1	10.43	9999	9999	A6
52	WASP-3	18 34 31.62	35 39 41.5	10.49	3.75	727	F7V
52	TT Lyr	19 27 36.30	41 42 05.4	10.88	9999	9999	B2V
52	Kepler-65	19 14 45.3	41 09 04.2	11.018	9999	9999	B
52	TZ Lyr	18 15 49.67	41 06 37.9	11.16	9999	736	F5V
52	EZ Lyr	18 47 40.32	35 59 34.2	11.34	9999	265.7	A9.7
52	CN Lyr	18 41 15.95	28 43 21.1	11.38	9999	9999	F5
52	RV Lyr	19 16 17.97	32 25 15.0	11.47	9999	9999	A5
52	RZ Lyr	18 43 37.88	32 47 54.0	11.57	9999	9999	A2
52	WASP-58	18 18 48.0	45 10 19	11.66	9999	978	G2V
52	V404 Lyr	19 19 05.95	38 22 00.5	11.77	9999	9999	9999
52	GSC 02652-01324	19 04 09.84	36 37 57.5	11.79	5.81	512	K0V
52	HAT-P-5	18 17 37.30	36 37 16.9	11.95	4.29	1110	G
52	CC Lyr	18 33 57.41	31 38 24.2	12.46	9999	9999	F0p...
52	β Lyr C	18 50 01.20	33 21 26.0	13.4	9999	9999	9999
52	Kepler-138	19 21 32.0	43 17 35	13.5	9999	9999	M1V
52	Kepler-412	19 04 26.0	43 40 51	13.73	9999	3444	G3V
52	Kepler-62	18 52 51.0	45 20 60	13.75	9999	1200	K2V
52	Kepler-8	18 45 09.15	42 27 03.9	13.9	3.3	4338	F9
52	Kepler-7	19 14 19.56	41 05 23.3	13.3	3.9	1200	G1
52	Kepler-9	19 02 18	38 24 03	13.9	9999	2300	G2V
52	Kepler-38	19 07 19.0	42 16 45	14.3	9999	9999	9999
52	Kepler-60	19 15 51.0	42 15 54	14.5	9999	9999	9999
52	Kepler-59	19 08 09.0	46 38 24	14.8	9999	9999	9999
52	V477 Lyr	18 31 18.29	26 56 12.9	15.07	9999	9999	O9k
52	Kepler-24	19 21 39	38 20 38	15.5	9999	9999	9999
52	Kepler-30	19 01 08.0	38 56 50	15.5	9999	9999	9999
52	Kepler-26	18 59 46	46 34 00	16	9999	9999	9999
52	Kepler-53	19 21 51.0	40 33 45	16	9999	9999	9999
52	Kepler-55	19 00 40.0	44 01 35	16.3	9999	9999	9999
52	HR Lyr	18 53 25.05	29 13 37.7	16.6	9999	9999	9999
52	CY Lyr	18 52 41.38	26 45 31.5	18	9999	9999	9999
52	DM Lyr	18 58 44.43	30 15 33.0	18	9999	9999	9999
52	2MASS 1835+3259	18 35 39.90	32 59 54.6	18.27	9999	18.48	M8.5V
52	V344 Lyr	18 44 39.18	43 22 28.1	19	9999	9999	9999
53	α Men	06 10 14.20	-74 45 09.1	5.08	5.05	33	G5V
53	γ Men	05 31 52.66	-76 20 30.0	5.18	2.73	101	K4III
53	β Men	05 02 43.00	-71 18 51.6	5.3	-1.17	642	G8III
53	θ Men	06 56 34.48	-79 25 12.7	5.45	0.26	356	B9.5V
53	κ Men	05 50 16.80	-79 21 41.5	5.46	0.87	270	B9.5V
53	η Men	04 55 11.14	-74 56 13.2	5.47	-1.23	712	K6III
53	μ Men	04 43 03.95	-70 55 52.0	5.53	-0.32	483	B9IV
53	ε Men	07 25 38.19	-79 05 39.1	5.54	-0.24	466	K2/K3III
53	ζ Men	06 40 02.91	-80 48 49.4	5.61	0.14	404	A5III
53	π Men	05 37 08.79	-80 28 18.0	5.65	4.35	59	G3IV
53	δ Men	04 17 59.18	-80 12 51.1	5.67	0.19	408	K2/K3III+..
53	HD 22676	03 29 58.93	-78 21 06.4	5.68	0.81	307	G8III
53	ν Men	04 20 58.03	-81 34 48.8	5.78	2.13	175	F0/F2III
53	WX Men	05 34 44.78	-73 44 28.9	5.79	-1.74	1045	M2/M3III
53	ξ Men	04 58 50.99	-82 28 13.9	5.84	0.69	349	G8III
53	ι Men	05 35 36.13	-78 49 15.2	6.04	-0.9	795	B8III
53	HD 30479	04 38 21.74	-77 39 21.5	6.05	-0.46	655	K2III
53	TZ Men	05 30 13.93	-84 47 06.8	6.18	1.03	349	A1III + B9V:
53	HD 33875	05 06 09.26	-73 02 16.2	6.26	0.69	423	A0V
53	HD 31975	04 53 05.73	-72 24 30.0	6.28	3.72	106	F8V
53	HD 23474	03 36 30.18	-78 19 23.1	6.29	-0.65	795	K2III
53	HD 33519	05 00 13.29	-78 18 00.0	6.29	-1.3	1072	K5/M0III
53	HD 35184	05 15 24.88	-73 35 18.6	6.49	1.28	359	A6V
53	λ Men	05 47 48.15	-72 42 08.3	6.54	1.17	386	K0III
53	HD 38283	05 37 02 	-73 41 58 	6.7	9999	123	F9.5V
53	YY Men	04 58 17.94	-75 16 38.0	8.05	9999	942	K2III
53	HD 39194	05 44 32	-70 08 37	8.08	9999	84	K0V
53	UX Men	05 30 03.18	-76 14 55.4	8.24	9999	332	F8V
53	TY Men	05 26 49.73	-81 35 07.2	8.26	9999	569	A3/A4V
53	R71	05 02 07.39	-71 20 13.11	10.55	9999	160000	OB
53	HDE 268835	04 56 47.08	-69 50 24.79	10.66	9999	160000	B8Ie
53	TU Men	04 41 40.70	-76 36 45.8	11.6	9999	9999	9999
53	HV 2257	04 58 10.80	-69 56 59.0	12.5	9999	160000	K5-M3
53	AH Men	06 11 43.95	-81 49 22.7	13.15	9999	9999	9999
53	W Men	05 26 24.52	-71 11 11.8	13.8	9999	160000	F8:Iab:p
53	RX J0513.9-6952	05 13 50.81	-69 51 46.7	17	9999	160000	Ss
53	LMC X-2	05 20 28.04	-71 57 53.3	18	9999	160000	9999
53	MACHO-LMC-5	05 16 41.1	-70 29 18	21.15	9999	160000	9999
54	γ Mic	21 01 17.46	-32 15 28.0	4.67	0.49	223	G8III
54	ε Mic	21 17 56.25	-32 10 20.9	4.71	1.19	165	A0V
54	θ1 Mic	21 20 45.58	-40 48 34.2	4.8	1.01	186	A2p
54	α Mic	20 49 58.08	-33 46 46.8	4.89	-0.45	380	G8III
54	ι Mic	20 48 29.00	-43 59 17.8	5.11	2.04	134	F1IV
54	ν Mic	20 33 55.06	-44 30 57.5	5.12	1.01	216	K0III
54	2 PsA	21 06 24.68	-32 20 29.9	5.2	0.02	354	K2III
54	HD 201772	21 13 02.93	-39 25 28.7	5.25	2.63	109	F5V
54	ζ Mic	21 02 57.97	-38 37 52.3	5.32	2.58	115	F3V
54	HD 198716	20 53 40.15	-39 48 34.7	5.34	-0.17	412	K2III
54	3 PsA	21 13 17.27	-27 37 08.6	5.41	0.01	391	K3III
54	HD 196737	20 40 19.81	-33 25 54.9	5.47	1.14	239	K1III
54	HD 197630	20 46 20.03	-39 11 57.1	5.48	0.52	320	B8/B9V
54	HD 204018	21 27 01.66	-42 32 52.7	5.5	1.84	176	Am
54	HD 198357	20 51 00.76	-37 54 47.8	5.52	-0.9	627	K3III
54	η Mic	21 06 25.50	-41 23 09.4	5.55	-1.73	931	K3III
54	HD 203949	21 26 22.75	-37 49 45.9	5.64	1	276	K2III
54	δ Mic	21 06 01.12	-30 07 29.8	5.69	0.65	332	K0/K1III
54	HD 196917	20 41 23.58	-31 35 53.3	5.75	0.2	419	M1III
54	θ2 Mic	21 24 24.80	-41 00 24.1	5.76	0	463	A0III
54	HD 201647	21 12 13.67	-40 16 07.8	5.83	3.28	106	F5IV
54	HD 200073	21 02 27.05	-38 31 50.0	5.93	1.84	214	K2III
54	HD 201852	21 13 18.94	-36 25 24.7	5.97	0.9	337	K0III
54	β Mic	20 51 58.76	-33 10 40.7	6.06	-0.48	661	A1IV
54	HD 194783	20 28 46.74	-35 35 44.9	6.09	-0.33	627	B8II/III
54	HD 199684	20 59 59.62	-36 07 46.2	6.1	3.01	135	F2V
54	HD 202287	21 15 46.76	-36 12 38.5	6.13	-0.98	862	K3III
54	HD 202135	21 15 14.31	-40 30 21.9	6.2	-0.06	583	K1III
54	HD 196748	20 40 55.61	-42 23 48.2	6.25	0.47	467	G6III
54	HD 200245	21 03 10.17	-27 43 53.4	6.25	-1.69	1264	K0III
54	AV Mic	20 41 24.63	-42 08 01.3	6.28	-1.01	934	M3II
54	HD 197093	20 42 52.95	-39 33 31.7	6.3	-1.73	1315	K1III
54	HD 195206	20 30 56.79	-29 06 45.5	6.35	0.05	594	A5V
54	HD 198751	20 53 24.94	-30 43 08.1	6.35	0.29	531	K1III
54	HD 195902	20 35 47.82	-44 20 15.5	6.36	0.86	411	K1III
54	HD 202773	21 18 54.32	-28 45 56.4	6.4	0.94	403	K0IV
54	BY Mic	20 54 06.58	-27 55 30.7	6.41	-0.93	956	M1III
54	HD 195843	20 34 47.38	-30 28 24.3	6.42	0.12	593	B8V
54	HD 198356	20 50 47.15	-32 03 16.0	6.42	-0.22	695	K5III
54	HD 195814	20 34 55.46	-38 05 23.5	6.45	2.32	218	A5m...
54	HD 197900	20 48 18.36	-44 11 48.1	6.47	0.2	584	K1IV
54	HD 201242	21 09 22.31	-36 42 20.2	6.47	2.13	241	F7V
54	HD 197649	20 46 18.58	-36 07 12.1	6.49	2.28	226	F3/F5V
54	Lacaille 8760	21 17 15.3	-38 52 02	6.68	8.69	12.865	M0V
54	HD 202628	21 18 27.27	-43 20 04.7	6.75	9999	79.61	G5V
54	AU Mic	20 45 09.53	-31 20 27.2	8.63	9999	32.306	M1Ve
54	HD 203932	21 26 03.87	-29 55 44.1	8.81	9999	9999	A5p
54	HD 202759	21 19 05.92	-33 55 07.9	9.05	9999	5300	A0:IIIw
54	BO Mic	20 47 45.01	-36 35 40.8	9.34	5.8	170.1	K3V(e)
54	V Mic	21 23 48.77	-40 42 05.12	9.4	9999	2100	M4e
54	ZZ Mic	21 00 35.20	-42 39 20.3	9.43	9999	911	A6IV
54	WASP-7	20 44 10.21	-39 13 30.8	9.54	3.66	490	F5V
54	AT Mic	20 41 50.16	-32 26 06.8	10.36	9999	34.87	M4Ve
54	CD-43 14304	21 00 06.36	-42 38 44.9	11	9999	9999	M0.2e
55	α Mon	07 41 14.88	-09 33 03.9	3.94	0.71	144	K0III
55	γ Mon	06 14 51.34	-06 16 29.0	3.99	-2.49	644	K3III
55	δ Mon	07 11 51.86	-00 29 34.0	4.15	-1.15	375	A2V
55	ζ Mon	08 08 35.66	-02 59 01.6	4.36	-4.41	1852	G2Ib
55	ε Mon A	06 23 46.10	04 35 34.2	4.39	1.41	128	A5IV
55	13 Mon	06 32 54.23	07 19 58.7	4.47	-3.86	1509	A0Ib
55	18 Mon	06 47 51.66	02 24 43.9	4.48	-0.81	373	K0III
55	β Mon A	06 28 49.07	-07 01 59.0	4.6	-2.03	691	B3Ve
55	S Mon	06 40 58.66	09 53 44.7	4.66	-2.82	1022	O7V + O9.5V
55	28 Mon	08 01 13.30	-01 23 32.7	4.68	-1.12	472	K4III
55	17 Mon	06 47 19.84	08 02 14.2	4.77	-1.09	484	K4III
55	20 Mon	07 10 13.68	-04 14 15.5	4.91	0.85	211	K0III
55	3 Mon	06 01 50.43	-10 35 52.6	4.92	-2.47	979	B5III
55	27 Mon	07 59 44.18	-03 40 46.5	4.93	0.51	250	K2III
55	19 Mon	07 02 54.78	-04 14 21.3	4.99	-2.68	1116	B1V
55	2 Mon	05 59 04.31	-09 33 29.3	5.04	0.02	328	A6m
55	HD 42690	06 11 51.82	-06 33 01.0	5.06	-2.78	1203	B2V
55	10 Mon	06 27 57.57	-04 45 43.7	5.06	-3.03	1353	B2V
55	HD 49331	06 47 37.22	-08 59 54.6	5.08	-2.94	1309	M1II
