cons	name	RA	Dec	vis. meg	abs. meg	Dist.(ly)	Sp. class
55	HD 46487	06 33 37.92	-01 13 12.4	5.09	-0.99	536	B5Vn
55	25 Mon	07 37 16.73	-04 06 39.7	5.13	1.18	202	F6III
55	HR 2142	06 04 13.50	-06 42 32.2	5.19	-2.06	918	B2Vne+
55	77 Ori	06 27 13.76	00 17 57.4	5.19	-2.13	950	K1II
55	HD 48217	06 41 56.37	-09 10 02.7	5.21	-0.11	378	M0III
55	HD 52666	07 01 56.39	-05 43 19.5	5.21	-1.38	682	M2III
55	HD 46089	06 31 48.29	11 32 39.6	5.22	1.16	211	A3V
55	7 Mon	06 19 42.80	-07 49 22.5	5.27	-1.74	823	B2.5V
55	HD 43993	06 18 50.58	-09 23 23.9	5.36	-0.62	511	K1III
55	HD 41692	06 06 38.74	-04 11 37.8	5.37	-3.71	2131	B5IV
55	β Mon B	06 28 49.50	-07 02 04.0	5.4	9999	9999	9999
55	HD 46229	06 31 50.07	-08 09 29.5	5.43	-1.7	869	K2III
55	21 Mon	07 11 23.63	-00 18 06.9	5.44	0.92	261	F2V
55	HD 50747	06 54 24.66	-01 07 37.1	5.45	-0.42	484	A4IV
55	HD 62902	07 46 02.16	-06 46 20.2	5.49	1.17	238	K5III
55	HD 47054	06 36 35.33	-05 12 40.0	5.52	-1.52	834	B8V
55	78 Ori	06 27 15.59	-00 16 33.6	5.55	-1.26	749	K5III
55	HD 45415	06 27 20.48	02 54 29.7	5.55	0.79	292	G9III
55	β Mon C	06 28 49.50	-07 02 04.0	5.6	9999	9999	9999
55	HD 46304	06 32 23.13	-05 52 07.4	5.6	2.42	141	F0Vnn+...
55	HD 59311	07 29 18.68	-01 54 19.1	5.6	-2.89	1630	K5III
55	HD 63752	07 50 10.58	-09 11 00.4	5.6	-2.57	1405	K3III
55	HD 53208	07 04 05.25	-05 19 26.3	5.63	-2.38	1304	K3III
55	HD 49147	06 46 39.02	-10 06 26.5	5.66	-0.42	535	B9.5V
55	HD 49434	06 48 19.09	-01 19 07.8	5.75	2.74	131	F1V
55	HD 49643	06 49 16.41	-02 16 19.3	5.75	-0.42	558	B8IIIn
55	HD 50277	06 52 49.49	08 22 49.6	5.75	1.77	204	F0Vn
55	HD 59381	07 29 22.11	-10 19 36.0	5.75	-1.52	926	K5III
55	HD 64235	07 52 47.87	-05 25 41.5	5.76	2.7	133	F5IVs
55	HD 46769	06 35 15.83	00 53 24.8	5.78	-3.94	2860	B8Ib
55	HD 49933	06 50 49.82	-00 32 25.5	5.78	3.4	97	F2V
55	HD 53510	07 05 39.00	09 11 09.0	5.78	-0.4	562	M0III
55	HD 47964	06 41 05.45	00 29 43.2	5.79	-1.96	1156	B8III
55	HD 55775	07 14 10.87	-03 54 06.3	5.8	-0.57	613	K5III
55	U Mon	07 30 47.47	-09 46 36.8	5.82	9999	2248	K0Ibpvar
55	HD 43157	06 14 36.71	-04 34 06.5	5.83	-0.56	617	B5V
55	HD 57749	07 22 25.40	-05 58 58.1	5.83	-1.39	908	F3IV
55	HD 59380	07 29 25.61	-07 33 05.3	5.86	3.64	91	F8V
55	HD 45320	06 26 39.59	-01 30 26.2	5.87	1.64	229	A3Vn
55	12 Mon	06 32 19.23	04 51 21.6	5.87	-0.12	517	K0V
55	HD 41547	06 05 27.02	-10 14 33.6	5.88	2.03	192	F4V:
55	HD 45067	06 25 16.41	-00 56 43.3	5.88	3.28	108	F8V
55	HD 48434	06 43 38.65	03 55 57.1	5.88	9999	2850	B0III
55	HD 51104	06 56 25.84	09 57 23.8	5.9	-0.28	561	B8Vn
55	HD 55832	07 14 15.52	-09 56 51.1	5.9	-3.38	2345	K3III
55	HD 59984	07 32 05.82	-08 52 51.3	5.9	3.52	98	F5V
55	HD 45976	06 30 11.28	-10 04 53.4	5.92	-5.5	6269	K0
55	16 Mon	06 46 32.42	08 35 13.8	5.92	-1.75	1116	B2.5V
55	HD 46709	06 35 17.60	09 59 18.1	5.93	-2.5	1583	K4III
55	HD 52312	07 00 23.76	-08 24 24.6	5.95	-1.69	1098	B9III
55	HD 56207	07 15 43.22	-10 35 01.0	5.95	0.5	401	K0
55	HD 51814	06 58 57.03	03 36 08.5	5.96	-1.31	926	G8III
55	HD 52913	07 03 17.93	09 08 18.1	5.96	1.46	259	A3Vs
55	HD 58526	07 25 51.20	-05 46 29.8	5.98	-2.84	1895	G3Ib
55	T Mon	06 25 13.00	07 05 08.6	5.98	9999	7762	K1Iabv SB
55	HD 43319	06 15 29.66	-04 54 52.7	5.99	1.87	217	A5IVs
55	HD 61749	07 40 35.51	-08 11 07.3	6.01	1.12	310	A3IV
55	HD 55879	07 14 28.26	-10 18 58.5	6.02	-3.34	2433	B0III
55	HD 50890	06 54 58.92	-02 48 12.9	6.03	-1.9	1259	G6III:
55	Plaskett's star	06 37 24.04	06 08 07.4	6.05	-5.49	6618	O8I + O7.5III
55	HD 46178	06 32 23.27	11 40 25.0	6.08	-0.96	834	K0III
55	HD 43362	06 15 26.16	-09 02 08.7	6.09	-0.76	763	B9III
55	HD 53929	07 07 06.48	04 54 38.2	6.1	-0.59	709	B9.5III
55	V721 Mon	06 23 35.92	-09 52 29.1	6.11	-2.88	2050	K5
55	HD 47420	06 38 20.46	-02 32 38.1	6.14	-0.63	738	K2
55	1 Mon	05 59 01.07	-09 22 56.1	6.15	1.22	316	F2IV
55	HD 42536	06 11 01.22	-06 45 15.1	6.15	0.01	552	A0sp...
55	HD 42278	06 09 36.21	-05 42 41.2	6.16	2.23	199	F3IVw
55	HD 45321	06 26 34.45	-04 35 50.6	6.16	-1.69	1212	B2.5V
55	HD 45512	06 28 18.80	10 18 14.4	6.16	1.74	249	K2III-IV
55	HR 2517	06 49 03.66	01 00 07.5	6.16	-2.75	1976	B3II-III
55	HD 63894	07 50 55.24	-11 07 42.7	6.16	0.66	411	K0
55	HD 45724	06 29 14.81	02 38 46.6	6.17	-0.91	851	M1
55	HD 45995	06 31 09.56	11 15 05.0	6.17	-4.98	5525	B2V:nne
55	HD 47220	06 37 40.35	02 42 15.4	6.17	0.35	475	K1III
55	V638 Mon	06 11 43.72	-04 39 55.6	6.18	-0.11	591	B9MNp...
55	HD 48348	06 43 06.61	03 02 01.8	6.18	-0.84	827	K0
55	HD 47886	06 41 17.22	11 00 11.4	6.19	-3.27	2547	M1III
55	HD 50820	06 54 42.04	-01 45 23.3	6.2	-4.54	4592	B3IVe+...
55	HD 52611	07 01 52.91	-01 20 44.8	6.2	0.63	424	K0
55	V731 Mon	06 37 52.70	04 57 24.0	6.2	9999	4803	B1Ib
55	HD 44037	06 19 07.94	-08 35 09.7	6.22	0.78	399	B9V
55	V689 Mon	06 38 38.19	01 36 48.7	6.23	-3.86	3396	O9.5II
55	HD 54662	07 09 20.25	-10 20 47.7	6.23	-5.03	5821	O7III
55	HD 57708	07 22 18.59	-02 58 45.0	6.23	-0.06	591	F5
55	HD 44783	06 24 02.29	08 53 06.1	6.24	-0.82	842	B8Vn
55	HD 59669	07 30 51.14	-05 13 35.3	6.24	-5.8	8359	K0
55	HD 51693	06 58 38.93	07 37 20.5	6.25	1.93	238	A3V
55	HD 67159	08 06 27.42	-09 14 40.1	6.25	-0.68	793	B9V
55	HD 60853	07 36 16.67	-08 18 40.7	6.27	-0.13	620	K2
55	HD 50931	06 55 34.63	08 19 27.4	6.28	1.22	335	A0V
55	HD 52265	07 00 18.10	-05 22 02.5	6.29	4.05	91	G0III-IV
55	HD 56614	07 17 31.68	-06 40 48.1	6.29	-2.28	1689	K2
55	HD 44333	06 21 25.78	02 16 06.9	6.3	1.25	334	A4.5V
55	HD 50282	06 52 22.87	-05 18 58.5	6.3	0.48	477	K0
55	HD 50371	06 53 22.40	10 59 49.0	6.3	0.77	416	K0III
55	HD 49976	06 50 42.31	-08 02 27.6	6.31	1.29	330	A2p SrCrEu
55	HD 51424	06 57 00.10	-08 10 45.4	6.31	-0.93	913	A2V+...
55	HD 67725	08 08 56.85	-11 20 22.7	6.31	-0.44	729	A0Vn
55	HD 45168	06 25 47.14	-03 53 20.5	6.33	-1.18	1035	G9III
55	HD 51892	06 59 20.18	07 19 01.2	6.34	-1.6	1264	B7III
55	HD 66242	08 02 25.97	-06 20 13.6	6.34	1.15	355	G0III
55	HD 45380	06 26 44.85	-07 30 42.9	6.35	0.86	409	A0Vn
55	HD 48099	06 41 59.23	06 20 43.5	6.36	9999	2750	O5.5V((f)) + O9V
55	HD 50062	06 51 39.37	03 02 31.4	6.37	1.57	298	A2Vs
55	HD 45090	06 25 52.33	11 07 33.3	6.39	0.67	454	A0
55	HD 47156	06 37 36.92	10 51 12.1	6.39	-0.77	883	K0
55	HD 50700	06 54 08.60	-05 51 07.9	6.39	0.21	562	A6Vn
55	HD 45239	06 25 58.83	-07 53 41.9	6.4	0.24	556	A4V
55	HD 66950	08 05 49.64	-00 34 24.0	6.4	-0.3	712	K0
55	HD 44700	06 23 18.49	03 45 52.2	6.41	-1.23	1098	B3V
55	V695 Mon	08 00 44.14	-02 52 54.9	6.42	-3.48	3105	B2.5Ve
55	HD 45215	06 26 09.60	-03 30 57.1	6.42	0.34	536	G5
55	24 Mon	07 15 19.41	-00 09 40.7	6.42	0.36	530	G5III
55	HD 57682	07 22 02.05	-08 58 45.9	6.42	-4.03	4009	O9V
55	14 Mon	06 34 46.33	07 34 21.0	6.44	1.21	362	A0Vs
55	HD 53240	07 03 57.46	-10 07 25.6	6.44	-1.52	1273	B9IIIn
55	HD 65938	08 01 03.45	-06 25 08.7	6.45	2.33	217	G5
55	HD 42132	06 08 47.72	-06 49 17.0	6.46	1.23	363	G5
55	HD 45563	06 28 16.77	01 54 45.8	6.48	0.6	489	B9V
55	HD 52382	07 00 39.34	-09 12 10.7	6.49	-3.28	2937	B1Ib
55	9 Mon	06 27 00.88	-04 21 20.3	6.5	-1.1	1079	B4V
55	V569 Mon	07 05 49.64	-10 39 36.3	6.5	-3.68	3543	B0.5IVn
55	IM Mon	06 23 01.47	-03 16 37.1	6.54	9999	991	B5V
55	HD 50281A	06 52 18.05	-05 10 25.4	6.57	9999	28.395	K3.5V
55	V926 Mon	07 02 06.73	-03 45 17.4	6.62	9999	1920	M1Ib
55	HD 50138	06 51 33.40	-06 57 59.5	6.67	9999	1280	B9e
55	ε Mon B	06 23 46.50	04 35 45.1	6.72	4.79	79	F5V
55	HD 46150	06 31 55.52	04 56 34.3	6.75	9999	5200	O5V((f))
55	6 Mon	06 17 35.13	-10 43 30.0	6.76	-0.87	1094	F0e...
55	AX Mon	06 30 32.94	05 52 01.2	6.85	9999	12000	B2IIIe
55	HD 46966	06 36 25.89	06 04 59.5	6.87	9999	9999	O8V
55	V Mon	06 22 43.50	-02 11 42.0	6.87	9999	2194	M6e
55	V644 Mon	06 57 09.38	-10 49 28.1	6.93	9999	4900	Ape
55	HD 53367	07 04 25.53	-10 27 15.7	6.96	9999	932	B0IV:e
55	Gliese 282 A	07 39 59.33	-03 35 51.0	7.18	9999	46.33	K2V
55	V505 Mon	06 45 49.98	02 29 57.4	7.22	9999	2170	B5Ib
55	V614 Mon	07 01 01.95	-03 15 09.1	7.27	9999	1550	C...
55	HD 46223	06 32 09.31	04 49 24.7	7.28	9999	5200	O5e
55	HD 46149	06 31 52.53	05 01 59.2	7.61	9999	5200	O8.5V+B
55	HD 44219	06 20 14.32	-10 43 30.0	7.7	4.19	164	G5
55	HD 46375	06 33 12.62	05 27 46.5	7.84	5.22	109	K1V
55	HD 59435	07 29 35.45	-09 15 33.3	7.97	9999	1210	A5p
55	HD 45583	06 28 10.76	-04 53 56.5	7.97	9999	962	B9
55	HD 46380	06 32 43.23	-07 30 32.3	8	9999	1480	B2Vne
55	HD 45652	06 29 13.19	10 56 02.0	8.13	5.34	118	G8-K0
55	HD 46202	06 32 10.47	04 57 59.8	8.18	9999	5200	O9V
55	HD 66428	08 03 28.67	-01 09 45.8	8.25	4.55	180	G5
55	V753 Mon	07 10 57.85	-03 52 43.2	8.27	9999	605	A8V
55	SV Mon	06 21 26.30	06 28 12.6	8.28	9999	9999	G7II...
55	HD 50064	06 51 34.11	00 17 50.4	8.3	9999	9500	B6:Ia
55	HD 47755	06 40 38.30	09 47 15.8	8.41	9999	9999	B4
55	UX Mon	07 59 16.38	-07 30 17.9	8.42	9999	5500	A3
55	AU Mon	06 54 54.71	-01 22 32.8	8.43	9999	9999	B5IV + F8-G0III-II
55	HD 47732	06 40 28.59	09 49 04.3	8.46	9999	2190	B3Vnn...
55	V578 Mon	06 32 00.61	04 52 40.9	8.55	9999	9999	B1:V:n
55	HD 259431	06 33 05.19	10 19 20.0	8.72	9999	564	B6ep
55	AR Mon	07 20 48.45	-05 15 35.8	8.79	9999	962	K0II
55	Gliese 282 B	07 40 02.88	-03 36 13.4	8.93	9999	46.33	K7V +
55	HD 44179	06 19 58.22	-10 38 14.7	8.94	9999	1245	B8V
55	HD 49330	06 47 57.27	00 46 34.0	8.95	9999	1460	B0.5IVe
55	FU Mon	06 22 23.85	03 25 27.9	9.06	9999	2490	S6.5/7.5
55	TU Mon	07 53 19.75	-03 02 31.1	9.24	9999	1960	B5V + F3
55	RW Mon	06 34 45.89	08 49 32.18	9.32	9999	738	B8V + G5IV
55	VV Mon	07 03 18.29	-05 44 15.5	9.4	9999	434	G0
55	BX Mon	07 25 22.78	-03 35 15.8	9.5	9999	9999	M5IIIpe
55	PZ Mon	06 48 21.07	01 13 08.3	9.6	9999	2080	K2Ve
55	V694 Mon	07 25 51.29	-07 44 08.1	9.7	9999	1550	C...
55	AO Mon	07 06 36.30	-04 37 24.5	9.72	9999	9999	B3 + B5
55	V588 Mon	06 39 05.90	09 41 03.4	9.75	9999	9999	A7III/IV
55	V372 Mon	06 41 26.13	-04 35 45.8	9.81	9999	9999	SC7/7.5
55	CV Mon	06 37 04.84	03 03 50.2	9.9	9999	9999	9999
55	G 112-29	07 36 07.08	-03 06 38.8	9.99	9999	46.21	M:
55	HD 50281B	06 52 18.05	-05 11 24.2	10.05	9999	9999	M2
55	V589 Mon	06 39 28.46	09 42 04.1	10.27	9999	9999	F2III
55	BE Mon	06 40 05.58	07 36 21.0	10.5	9999	9999	G5
55	RU Mon	06 54 12.31	-07 35 45.0	10.51	9999	9999	B9pv + B7V + B7.2V
55	CL Mon	06 55 36.70	06 22 43.3	11	9999	9999	C...
55	Ross 614	06 29 23.40	-02 48 50.3	11.08	13.01	13.4	M4.5V + M8V
55	A0620-00	06 22 44.50	-00 20 44.7	11.2	9999	9999	K3V-K7V
55	CS Mon	06 32 10.94	06 39 11.0	11.25	9999	9999	9999
55	COROT-7	06 43 49.47	-01 03 46.9	11.73	5.85	489	K0V
55	R Mon	06 39 09.95	08 44 10.8	11.85	9999	9999	B0
55	BN Mon	06 21 58.00	07 20 57.7	12.7	9999	9999	Nv...
55	V590 Mon	06 40 44.64	09 48 02.1	12.88	9999	9999	B7
55	COROT-4	06 48 46.70	-00 40 22.0	13.45	9999	9999	F0V
55	COROT-1	06 48 19.17	-03 06 07.8	13.6	5.2	1560	G0V
55	VY Mon	06 31 06.92	10 26 05.0	13.7	9999	9999	B8
55	COROT-5	06 45 06.54	00 48 54.9	14	6	1300	F9V
55	COROT-20	06 30 53	00 13 37	14.66	9999	4012	G2V
55	COROT-19	06 28 08	-00 01 01	14.78	9999	2609	F9V
55	COROT-18	06 32 41	-00 01 54	14.99	9999	2838	G9
55	COROT-13	06 50 53.07	-05 05 11.1	15.04	4.45	4270	G0V
55	BT Mon	06 43 47.24	-02 01 13.9	15.4	9999	9999	G5V
55	COROT-12	06 43 03.76	-01 17 47.1	15.52	5.21	3760	G2V
55	V838 Mon	07 04 04.85	-03 50 51.1	15.74	9999	20000	M6I/III + B3V
55	COROT-14	06 53 41.80	-05 32 09.7	16.03	5.4	4360	F9V
55	CW Mon	06 36 54.58	00 02 17.3	17.2	9999	5500	A3
56	α Mus	12 37 11.08	-69 08 07.9	2.69	-2.17	306	B2IV-V
56	β Mus	12 46 16.87	-68 06 29.1	3.04	-1.86	311	B2V + B3V
56	δ Mus	13 02 15.78	-71 32 55.7	3.61	1.39	90.8	K2III
56	λ Mus	11 45 36.57	-66 43 43.8	3.68	0.66	128	A7III
56	γ Mus	12 32 28.11	-72 07 58.7	3.84	-1.14	324	B5V
56	ε Mus	12 17 34.64	-67 57 38.4	4.06	-0.77	302	M5III
56	μ Mus	11 48 14.49	-66 48 53.5	4.75	-0.86	432	K4III
56	η Mus	13 15 15.00	-67 53 40.4	4.79	-0.68	405	B8V
56	HD 115211	13 17 13.03	-66 47 00.3	4.86	-2.94	1185	K2Ib/II
56	HD 103079	11 51 51.27	-65 12 21.2	4.89	-0.19	338	B4V
56	HD 102839	11 49 56.63	-70 13 32.8	4.98	-3.27	1455	G5Ib
56	GT Mus	11 39 29.63	-65 23 51.9	5.01	-1.17	561	G2III + A
56	ι1 Mus	13 25 07.36	-74 53 15.0	5.04	0.85	225	K0III
56	HD 99104	11 23 21.43	-64 57 17.0	5.09	-0.73	475	B5V
56	ζ2 Mus	12 22 07.39	-67 31 19.5	5.15	0.09	336	Am
56	λ Cha	12 07 50.09	-75 22 01.4	5.17	-0.47	438	K2II/III
56	HD 104878	12 04 38.95	-68 19 44.0	5.34	0.25	339	A0V
56	θ Mus	13 08 07.16	-65 18 21.7	5.44	-12.17	7000	WC6 + O9.5I
56	HD 99264	11 24 11.18	-72 15 23.8	5.55	-1.61	883	B2IV-V
56	HD 111315	12 49 44.95	-71 59 10.5	5.55	-0.49	526	G8Ib/II
56	HD 116458	13 25 50.40	-70 37 38.1	5.65	-0.12	464	Ap
56	ζ1 Mus	12 22 12.03	-68 18 25.9	5.73	0.31	396	K0III
56	HD 108970	12 32 09.90	-73 00 03.8	5.88	0.78	341	K1III
56	HD 100382	11 32 20.00	-66 57 42.6	5.89	1.09	298	K1IIICN...
56	HD 104600	12 02 37.76	-69 11 32.2	5.89	1.01	308	B9V
56	HD 114570	13 12 48.77	-66 13 36.4	5.91	1.2	285	A0V(n)
56	HD 114371	13 11 51.38	-69 56 31.3	5.92	2.7	144	F3IV/V
56	HD 112219	12 56 31.72	-72 11 06.7	5.93	-0.72	698	G8III
56	LS Mus	13 03 05.36	-71 28 32.6	5.93	-2.49	1575	B1.5IIIne
56	HD 101162	11 37 48.51	-67 37 13.3	5.94	0.8	348	K0III
56	HD 105151	12 06 23.08	-65 42 33.9	5.95	-0.25	566	G8/K0III
56	HD 115439	13 19 18.99	-72 02 07.7	6.04	0.37	445	K3III
56	S Mus	12 12 47.03	-70 09 06.4	6.05	-2.44	1630	F6Ib
56	HD 106797	12 17 06.36	-65 41 34.6	6.06	1	335	A0V
56	HD 115149	13 16 45.05	-65 08 17.3	6.06	3.11	127	F5V
56	HD 115967	13 22 52.62	-72 08 48.0	6.06	-0.74	746	B6V
56	HD 99872	11 28 18.46	-72 28 26.3	6.09	-0.74	758	B3V
56	HD 117025	13 29 07.98	-64 40 32.8	6.09	1.36	288	A2m
56	BO Mus	12 34 54.46	-67 45 24.8	6.11	-1.33	1003	M6II/III
56	HD 118344	13 38 45.83	-70 26 41.1	6.11	0.47	438	K3III
56	HD 110716	12 45 02.07	-68 49 50.7	6.16	-2.71	1940	F6Ia
56	HD 116890	13 28 46.82	-69 37 37.6	6.17	-0.48	698	B8V
56	HD 107301	12 20 28.28	-65 50 33.5	6.2	1.22	323	B9V
56	HD 106676	12 16 23.87	-72 36 52.1	6.21	1.16	333	A0V
56	KY Mus	12 38 52.37	-67 11 35.0	6.22	9999	9999	B1Ia
56	HD 105138	12 06 19.93	-68 39 05.0	6.23	-2.58	1884	G3Ib
56	HD 98672	11 19 36.58	-75 08 32.8	6.26	0.2	532	B9.5/A0V
56	FH Mus	12 39 55.90	-66 30 40.0	6.26	1.09	353	B8V
56	HD 108054	12 25 17.62	-65 46 10.6	6.29	2.89	156	G8/K0IV
56	HD 105071	12 05 53.63	-65 32 48.8	6.3	9999	9999	B8Ia-Iab
56	R Mus	12 42 05.03	-69 24 27.2	6.31	-2.55	1929	F7Ib
56	HD 113919	13 08 27.84	-67 47 48.3	6.34	-1.09	1000	M1III
56	HD 107773	12 23 15.04	-67 37 55.8	6.36	2.83	166	K0IV-V
56	HD 117651	13 33 35.92	-65 37 57.4	6.36	1.21	349	A0V
56	HD 114912	13 15 25.77	-69 40 45.1	6.37	1.51	306	K2/K3III
56	HD 103482	11 54 44.62	-66 22 33.7	6.38	3.2	141	F2IV
56	HD 98695	11 20 04.16	-71 59 39.6	6.41	-0.42	758	B4V
56	HD 104570	12 02 28.59	-71 29 20.4	6.41	0.86	421	K1III
56	HD 104752	12 03 44.54	-74 12 50.7	6.44	-0.81	921	G6III
56	HD 98671	11 19 50.84	-72 57 29.8	6.46	0.59	486	A0V
56	HD 109857	12 39 14.64	-75 22 14.1	6.46	-0.4	769	B8Vn
56	HD 101805	11 42 14.82	-75 13 38.3	6.48	3.8	112	G1V
56	HD 105822	12 11 01.22	-68 15 39.4	6.48	-0.82	939	K0/K1III
56	ι2 Mus	13 27 18.58	-74 41 30.2	6.62	0.71	495	B9V
56	HD 100546	11 33 25.44	-70 11 41.2	6.7	9999	337	B9Vne
56	HD 112410	12 57 32.0	-65 38 47	6.86	9999	440	G8III
56	GQ Mus	11 52 02.35	-67 12 20.2	7.2	9999	9999	9999
56	HD 105056	12 05 49.88	-69 34 23.0	7.34	9999	16000	O9.5Ia
56	HD 111232	12 48 51.75	-68 25 30.5	7.61	5.31	94	G8V
56	TU Mus	11 31 10.92	-65 44 32.1	8.41	9999	15000	O7.5V + O9.5V
56	RT Mus	11 44 32.88	-67 18 18.9	8.57	9999	3500	F8
56	T Mus	13 21 13.85	-74 26 31.0	8.6	9999	2040	C+
56	KZ Mus	12 39 19.16	-71 37 18.5	9.09	9999	11000	B2III
56	UU Mus	11 52 17.72	-65 24 15.1	9.54	9999	1490	F8:p
56	SY Mus	11 32 10.01	-65 25 11.6	10.2	9999	2770	Mpe
56	MP Mus	13 22 07.55	-69 38 12.2	10.39	9999	9999	K1Ve
56	Y Mus	13 05 48.20	-65 30 46.6	10.5	9999	698	Fp
56	TV Mus	11 39 50.76	-64 48 59.3	10.75	9999	755	F2
56	LP 145-141	11 45 42.92	-64 70 29.5	11.51	9999	15.106	DQ6
56	GRS 1124-683	11 26 26.60	-68 40 32.3	13.3	9999	9999	K3V-K7V
56	2S 1254-690	12 57 30.15	-69 17 19.0	19.1	9999	9999	9999
56	PSR J1141-6545	11 41 07.02	-65 45 19.1	25.08	9999	9999	9999
57	γ2 Nor	16 19 50.57	-50 09 19.4	4.01	1.05	127	G8III
57	ε Nor	16 27 11.05	-47 33 17.0	4.46	-0.98	400	B4V
57	ι1 Nor	16 03 32.22	-57 46 29.5	4.63	1.46	140	A7IV
57	η Nor	16 03 12.86	-49 13 47.0	4.65	0.53	218	G8III
57	δ Nor	16 06 29.42	-45 10 23.8	4.73	1.84	123	Am
57	μ Nor	16 34 05.02	-44 02 43.1	4.91	-5.91	4657	B0Ia
57	κ Nor	16 13 28.73	-54 37 49.5	4.95	-0.69	438	G4III
57	γ1 Nor	16 17 00.94	-50 04 05.2	4.97	-3.25	1436	F9Ia
57	θ Nor	16 15 15.35	-47 22 18.9	5.13	0.35	295	B8V
57	HD 147152	16 22 28.01	-49 34 20.2	5.32	-0.84	556	B6IV
57	QU Nor	16 29 42.33	-46 14 35.6	5.35	-2.47	1194	B1.5Iap
57	HD 139129	15 38 49.50	-52 22 21.4	5.43	-0.3	457	B9V
57	λ Nor	16 19 17.64	-42 40 26.2	5.44	-0.34	468	A3Vn
57	V368 Nor	16 16 43.27	-53 48 40.0	5.45	-1.51	805	M2IV
57	ι2 Nor	16 09 18.56	-57 56 03.0	5.57	0.97	271	B9V
57	HD 145782	16 15 49.81	-57 54 44.0	5.61	0.34	370	A5III
57	HD 147977	16 28 15.18	-58 35 59.0	5.67	-0.92	679	B9III
57	V360 Nor	15 51 06.81	-55 03 19.9	5.74	-4.51	3663	B2II
57	HD 146690	16 20 25.23	-55 08 22.8	5.76	0.53	363	G6III
57	HD 141168	15 50 07.11	-53 12 34.8	5.78	0.55	362	B8V
57	HD 142049	15 55 32.42	-60 10 38.9	5.78	2.18	171	Amvar
57	ζ Nor	16 13 22.80	-55 32 27.0	5.78	1.53	231	F2III
57	HD 141194	15 49 57.52	-48 54 44.6	5.86	1.99	194	A2IV
57	HD 147225	16 22 29.07	-43 54 43.3	5.89	-1.63	1042	G2Ib
57	HD 139211	15 39 56.69	-59 54 28.1	5.95	3.5	101	F6V
57	HD 141544	15 51 31.52	-47 03 38.6	6	0.35	439	K1IV
57	HD 139871	15 42 37.23	-49 29 22.2	6.02	0.02	517	K2III
57	V367 Nor	16 13 16.97	-53 40 16.2	6.03	-4.87	4939	M0III
57	HD 140979	15 48 50.42	-52 26 17.6	6.05	-0.82	773	K2/K3III
57	V378 Nor	16 29 45.22	-57 45 22.7	6.09	-2.27	1531	G8Ib
57	HD 142919	15 59 54.15	-54 01 15.2	6.1	-1.88	1289	B5IV
57	HD 141296	15 50 16.28	-45 24 05.9	6.11	2.85	147	F0V
57	HD 143101	16 01 06.51	-54 34 40.1	6.12	0.43	448	A7III
57	HD 145921	16 15 23.98	-42 53 57.9	6.14	1.76	245	K2III
57	HD 144183	16 07 24.09	-56 11 27.4	6.16	-1.81	1278	F2II
57	T Nor	15 44 03.84	-54 59 12.5	6.2	9999	903	M4+B
57	HD 146145	16 17 20.97	-53 05 10.6	6.3	1.85	253	A7V
57	HD 142529	15 57 03.95	-48 09 42.9	6.31	2.84	161	F1IV
57	HD 147614	16 24 54.14	-45 20 58.1	6.32	1.51	299	A2/A3V
57	HD 143321	16 02 04.49	-51 07 14.6	6.38	-0.35	723	B5V
57	HD 143548	16 04 06.20	-59 10 34.2	6.4	-3.1	2587	K1II/III
57	HD 146059	16 16 58.99	-53 41 45.5	6.4	2.11	236	G5V
57	HD 140274	15 44 59.61	-50 47 07.5	6.41	1.44	321	A3V
57	S Nor	16 18 51.82	-57 53 59.2	6.45	-3.18	2741	F9Ib
57	HD 139915	15 43 55.28	-60 17 13.9	6.46	-1.62	1347	G0Ib
57	QY Nor	16 04 21.32	-53 42 37.2	6.46	-1.08	1048	B9II/IIIp..
57	HD 148937	16 33 52.39	-48 06 40.5	6.71	9999	1390	O5.5-6f p
57	HD 142415	15 57 40.79	-60 12 00.9	7.34	4.65	113	G1V
57	HD 148156	16 28 17.28	-46 19 03.4	7.71	4.09	173	G1V
57	HD 139084	15 38 57.54	-57 42 27.3	7.98	9999	125.6	K0V
57	R Nor	15 35 57.35	-49 30 28.6	8	1.55	635	M3e
57	IM Nor	15 39 26.46	-52 19 18.0	8.5	9999	9999	9999
57	QZ Nor	16 11 20.46	-54 21 14.8	8.71	9999	9999	F6Iab:
57	HD 143361	16 01 50.35	-44 26 04.3	9.16	5.29	194	G6V
57	HD 330075	15 49 37.69	-49 57 48.7	9.36	5.86	164	G5
57	RS Nor	16 05 09.96	-53 55 09.9	10.09	9999	1240	F6
57	RT Nor	16 24 18.65	-59 20 38.7	10.6	9999	9999	R
57	RZ Nor	16 32 41.66	-53 15 33.2	10.63	9999	9999	9999
57	TW Nor	16 04 55.22	-51 57 12.7	11.17	9999	9999	9999
57	HD 330036	15 51 15.93	-48 44 58.4	11.28	9999	2230	FIII-IV
57	V346 Nor	16 32 32.19	-44 55 30.7	16.3	9999	9999	9999
57	XTE J1550-564	15 50 58.78	-56 28 35.0	16.6	9999	9999	K3III
58	ν Oct	21 41 28.47	-77 23 22.1	3.76	2.1	69	K0III
58	β Oct	22 46 03.72	-81 22 53.8	4.13	0.96	140	A9IV/V
58	δ Oct	14 26 55.74	-83 40 04.3	4.31	-0.35	279	K2III
